,ID,Link,Title,Price,Miles,Score,Motor,Drive_Type,Transmission,Color,Prior_Use,PreOwner_Amount,Features
31,32,https://www.carmax.com//car/24304037,2019 Tesla Model 3 Standard Range Plus,"$33,998",48K,A,Electric,Rear Wheel Drive,Automatic,White/White,None,1,"['Leatherette Seats', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Skylight(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
32,33,https://www.carmax.com//car/24304340,2019 Tesla Model 3 Long Range,Price unavailable,46K,A,Electric,All Wheel Drive,Automatic,White/White,None,1,"['Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Parking Sensors']"
33,34,https://www.carmax.com//car/24246608,2022 Kia EV6 GT-Line,Price unavailable,17K,1,Electric,All Wheel Drive,Automatic,White/Black,None,2 ,"['Lane Departure Warning', 'Automated Cruise Control', 'Apple CarPlay', 'Parking Sensors', 'Blind Spot Monitor']"
34,35,https://www.carmax.com//car/24303991,2023 Tesla Model Y Long Range,"$56,998",1K,A,Electric,All Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Leatherette Seats', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
35,36,https://www.carmax.com//car/24303828,2019 Hyundai Kona Electric Limited,Price unavailable,23K,7,Electric,Front Wheel Drive,Automatic,Red/Black,Leased vehicle,1,"['Apple CarPlay', 'Parking Sensors', 'Lane Departure Warning', 'Blind Spot Monitor']"
36,37,https://www.carmax.com//car/24145716,2022 Audi e-tron Premium,"$50,998",22K,8,Electric,All Wheel Drive,Automatic,Black/Black,None,1,"['Air Conditioning', 'Cruise Control', 'Rear Air Conditioning', 'Satellite Radio Ready', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leather Seats', 'Memory Seat(s)', 'Panoramic Sunroof', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Adjustable Suspension', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Lane Departure Warning', 'Blind Spot Monitor', 'Parking Sensors', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
37,38,https://www.carmax.com//car/24271132,2018 Tesla Model 3 Long Range,"$32,998",53K,A,Electric,Rear Wheel Drive,Automatic,Gray/Black,None,2 ,"['Automated Parking', 'Skylight(s)', 'Air Conditioning', 'Cloth Seats', 'Memory Seat(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Lane Departure Warning', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors']"
38,39,https://www.carmax.com//car/22883778,2020 Tesla Model 3 Long Range,"$56,998",11K,1,Electric,All Wheel Drive,Automatic,Blue/Black,None,2 ,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Sunroof(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
39,40,https://www.carmax.com//car/24304319,2022 Hyundai Ioniq 5 SEL,"$42,998",8K,5,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Automated Cruise Control', 'Apple CarPlay', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
40,41,https://www.carmax.com//car/24304094,2019 Tesla Model 3 Long Range,"$35,998",47K,9,Electric,All Wheel Drive,Automatic,Red/Black,None,1,"['Automated Parking', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Leatherette Seats', 'Memory Seat(s)', 'Skylight(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
41,42,https://www.carmax.com//car/24303935,2019 Audi e-tron Prestige,"$46,998",25K,P,Electric,All Wheel Drive,Automatic,Gray/Black,None,1,"['A/C Seat(s)', 'Head Up Display', 'Driver Assistance Package', 'Air Conditioning', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Panoramic Sunroof', 'Seat Massagers', 'Bang & Olufsen Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Rear Sunshade', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Adjustable Suspension', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Apple CarPlay', 'Blind Spot Monitor', 'Automated Cruise Control', 'Parking Sensors', 'Automated Cruise Control', 'Android Auto', 'Apple CarPlay', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
42,43,https://www.carmax.com//car/24288214,2020 Tesla Model 3 Standard Range Plus,"$38,998",22K,A,Electric,Rear Wheel Drive,Automatic,Gray/White,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
43,44,https://www.carmax.com//car/24333746,2022 Tesla Model 3 ,Price unavailable,8K,7,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
44,45,https://www.carmax.com//car/23911280,2013 Ford Focus Electric ,"$10,998",66K,9,Electric,Front Wheel Drive,Automatic,White/Gray,"Fleet, Leased vehicle",4 ,"['Bluetooth Technology', 'Front Seat Heaters', 'Navigation System', 'Power Seat(s)', 'Rear Spoiler', 'Rear View Camera', 'Remote Start', 'Smart Key', 'Air Conditioning', 'Leatherette Seats', 'AM/FM Stereo', 'Auxiliary Audio Input', 'CD Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Sony Sound System', 'Sync System', 'Cruise Control', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Rear Defroster', 'Automatic Transmission', 'Parking Sensors', 'Parking Sensors']"
45,46,https://www.carmax.com//car/24061566,2019 Tesla Model 3 Standard Range Plus,"$33,998",47K,6,Electric,Rear Wheel Drive,Automatic,Black/Black,None,1,"['Leatherette Seats', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Skylight(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
46,47,https://www.carmax.com//car/23298959,2022 Hyundai Ioniq 5 SEL,"$46,998",6K,5,Electric,Rear Wheel Drive,Automatic,White/Black,Executive vehicle,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Rear Spoiler', 'Traction Control', 'Automatic Transmission', 'Parking Sensors', 'Blind Spot Monitor', 'Apple CarPlay', 'Lane Departure Warning', 'Android Auto', 'Apple CarPlay', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
47,48,https://www.carmax.com//car/24246506,2019 Audi e-tron Premium Plus,"$44,998",25K,9,Electric,All Wheel Drive,Automatic,White/Black,Leased vehicle,2 ,"['A/C Seat(s)', 'Head Up Display', 'Driver Assistance Package', 'Air Conditioning', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Panoramic Sunroof', 'Seat Massagers', 'Bang & Olufsen Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Rear Sunshade', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Apple CarPlay', 'Parking Sensors', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
48,49,https://www.carmax.com//car/23700192,2019 Audi e-tron Premium Plus,"$44,998",23K,9,Electric,All Wheel Drive,Automatic,Gray/Black,Leased vehicle,2 ,"['A/C Seat(s)', 'Driver Assistance Package', 'Air Conditioning', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Panoramic Sunroof', 'Seat Massagers', 'Bang & Olufsen Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Rear Sunshade', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Apple CarPlay', 'Parking Sensors', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
49,50,https://www.carmax.com//car/24247584,2020 Tesla Model 3 Standard Range Plus,"$35,998",39K,A,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
50,51,https://www.carmax.com//car/24333818,2019 Tesla Model 3 Standard Range Plus,"$33,998",47K,6,Electric,Rear Wheel Drive,Automatic,Blue/Black,None,1,"['Leatherette Seats', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
51,52,https://www.carmax.com//car/24081854,2022 Tesla Model 3 ,"$43,998",3K,7,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
52,53,https://www.carmax.com//car/24170081,2018 Tesla Model 3 Mid Range,"$36,998",19K,L,Electric,Rear Wheel Drive,Automatic,White/Black,None,2 ,"['Cruise Control', 'Front Seat Heaters', 'Rear Seat Heaters', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Leather Seats', 'Skylight(s)', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', 'Automatic Transmission', 'Lane Departure Warning', 'Blind Spot Monitor', 'Parking Sensors', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
53,54,https://www.carmax.com//car/24288213,2021 Tesla Model Y Long Range,"$51,998",17K,8,Electric,All Wheel Drive,Automatic,Gray/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
54,55,https://www.carmax.com//car/22566758,2019 Tesla Model X Performance,Price unavailable,17K,9,Electric,All Wheel Drive,Automatic,White/Black,Leased vehicle,3 ,"['Parking Sensors', 'Automated Cruise Control', 'Blind Spot Monitor']"
55,56,https://www.carmax.com//car/24320057,2023 Genesis GV60 Performance,"$65,998",3K,9,Electric,All Wheel Drive,Automatic,Green/Blue,None,1,"['A/C Seat(s)', 'Air Conditioning', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leather & Suede Seats', 'Rear Seat Heaters', 'Skylight(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Bang & Olufsen Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automated Parking', 'Automatic Highbeams', 'Bluetooth Technology', 'Head Up Display', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Windows', 'Rear Sunshade', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Apple CarPlay', 'Lane Departure Warning', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning']"
56,57,https://www.carmax.com//car/24061878,2022 Tesla Model 3 ,"$41,998",15K,7,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automated Parking', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
